episode_name,date,loves,episode_number,comments_count,comment_username,comment_description,comment_likes,comment_dislikes,reply_username,reply_description,reply_likes,reply_dislikes
,,,,,Faith_2003,"Exactly!! This is a GLOBAL pandemic, we need to stay united and fight it together! (Well... not physically....social distance please)",8,0,Black Rose4,prof***,6,0
,,,,,Marinuke,Wanna squirt? (͡° ͜ʖ ͡°),179,5,Jayisonherway,prof***,5,0
,,,,,WanderingOne,JUST 👏 BUY 👏 SOAP 👏,89,0,Jayisonherway,wtf? 😂😂😂😂😂😂,5,0
,,,,,mickiressa,I prefer soap over hand sanitzer because the germs go down the drain vs being stuck dead on my hands for hours at a time.,70,0,Nebula_Stars,Prof***,4,0
,,,,,Raichle Carstairs,EXACTLY. Lord stop coming into my job asking for hand sanitizer. WE HAVE HAND SOAP. Wash your hands please.,68,0,Nebula_Stars,Fuck prof***,6,0
,,,,,NekoMuffin,"Lol I remember when this first started (the panic that is, not the pandemic itself which started mooonths earlier ugh) and at the grocery store I worked at we were out of sanitizer almost immediately but the soap sure took a lot longer for folks to buy out. Which was annoying because being stuck on register we definitely needed it more for employees than for folks at home who can get up and go to the sink whenever 🙄",4,0,josieswrld,Prof***,4,0
,,,,,WinnieThePoohʕ•ﻌ•ʔ,This didn't age well when it came to masks. But STILL wash your hands.,2,0,Afro Gingerbread,prof***,4,0
,,,,,LWhisper,Im sorry to disagree but mask are just as important,4,0,CopperMortar,"We don't know how each of them contracted HIV, it could of been two unrelated things. It seems that they both don't know about the other's status.",15,0
,,,,,Norlene Arcalas Marbebe,she said buy a fucking soap you twad,1,0,AoiYeyi,"Because they want thing their own way, they are not open to what can happen to life.",15,0
,,,,,HarleyHarlzQuinn,buy soap and donate the mittens to those in need for winter!!,5,0,Mugly Mae,"Could depend on what they did that made the parent bitter toward them. If the parent raised them well but the child still turns out horrible because of personality conflict-like the parent telling the child to stay away from something but the child does it anyway, there’s not much that can be done",8,4
,,,,,【hi · i’m · weeb】,JUST BUY THE FACKING SOAP DUDE,2,0,inhellwithbands,"Yes, it does matter because we know he wasn't honest with her so that means it would be his fault if anything happens to Elena or that baby",1,0
,,,,,SilverTigress5,You can donate these wool mittens to an charity or something like that.,16,0,GabbyGlez :),Yeah the one that Lily became friends with,6,0
,,,,,smol blub,wash and dry properly. drying your hands are just as important. stay safe xx,15,0,blazethecool,and its not the same and you know it,13,19
,,,,,0kojo,I believe the order is wrong and the first panel should go last?,5,0,blazethecool,how is he a transphobe??,18,10
,,,,,eliza_idk,JUST BUY SOAP,8,0,gilleanfryingpan,"Because he didn’t want to continue dating her because he thought of her as a man, he even said “I’m not gay”. Which is stupid, because she’s a woman.",22,4
,,,,,hxddxnzaza,"""coronado verses"" this is so cute",488,1,Talsong Kingslayer,He is a man. He will always be a man. You can't change your DNA.,7,48
,,,,,AoiYeyi,corona beer lol,377,1,RedtheGreyFox,"@Talsong Kingslayer SHE is not a man. SHE is a trans Woman! You need to do some studying up on what that means, because if you did you would know that there is a part of the brain that tells you who/what you are, and in transgender people that part of the brain tells them the opposite of what they were born as. A trans-males brain looks the same as a cis-males brain. A trans-females brain looks the same as a cis-females brain. DO SOME RESEARCH",30,3
,,,,,raphaelsurrender,Always such a quality webtoon! Stay safe out there y’all!,248,2,Talsong Kingslayer,"Oh I did plenty of research and that has not been peer reviewed at all. The ""research"" is not supported at all. But nice try.",4,32
,,,,,anonymous,"This episode was and is really important to me. My grandmother just passed due to the virus. I recently reconnected with some of my family members after her passing and only a quarter of them actually knew what the virus was. We need to educate people about the virus, whether they are 8 yrs old or 80.",0,0,its.lin,It has actually been scientifically researched and supported by the National Health Service. What @RedtheGreyFox was talking about is called gender dysphoria. https://www.nhs.uk/conditions/gender-dysphoria/,6,1
,,,,,Cassieshundria,The corona virus is really out here people are dying r.i.p to all the lives taken🦠❤️,1,0,DaffyWeirdLaughy,if he likes humans with vaginas and not humans with penises he's not a transpobe he's just traditionally straight.,5,2
,,,,,QueenofWisdom2,corona is greek for crown,0,0,astral.distress👻,"Why are people on here reading this story who turn around & leave bigoted comments, did they get lost on their way to Facebook?? News flash, dummies- “hurr durr gender studies”, “can’t change your DNA”, “it’s biology”: you are literally just parroting the exact same shit that all bigots say, & your rhetoric is blatantly incorrect... I’m not a gender studies student, I’m a psychiatric researcher. If you ever catch up with the rest of the world & get over yourself, the science will be here 🙄",1,0
,,,,,Sliptick,"binged this straight up. the first season was super messy but it got SO much better by season 3 and onward. loving this and will stay on, great job!!!!",1,0,astral.distress👻,"“Boys have penis & girls have vagina”... Okay cool, we can see that you passed kindergarten- congratulations! Now join the rest of the adults in 2020, & look up the articles referenced above... Do some basic reading on sex hormones & chromosome expression while you’re at it- that was like 10th grade, were you guys all just absent that week?? It isn’t “that simple” & it literally never has been... Scientific researchers almost all agree by now that sex is not a static trait in any mammal.",1,0
,,,,,Kilderkin,"I read this whole comic because of the banner; I gotta say the representation, message, and ARTWORK of TESTED is freaking amazing and I loved every episode. I'mma go back and like 'em harder. Thank you for making this beautiful thing",2,0,Monavie,"He might not necessarily be transphobic. If he was, he would've reacted more strongly. I think he just isn't attracted to penises and as much as she IS a woman, she DOES still have a penis and he would be seeing that when having sex with her. If seeing a penis doesn't arouse him, then he's straight. He can't help that as much as she can that she's a woman and is attracted to at least men. It's like asking a gay man to become aroused with a woman with a strap on. He can try, but ultimately, he",0,0
,,,,,11Mathuzala17,I knew this comic would be about Covid-19 when the dude asked for wipes and hand sanitizer,4,0,NekoMuffin,"I wish I could advise but I'm pan and I literally can't wrap my head around the concept of being attracted to genitals at all, much less a specific variety.And I'm 30,I don't think I'll be having an epiphany about it any time soon.My wife has a dick, but it's her dick and she's a woman.In fact,she's a lesbian. We're poly,her girlfriend is a woman who was AMAB as well.And yeah,you probably made your friend feel pretty shitty. Idk what you should do about it though.Don't give an empty apology tho.",3,2
,,,,,Solsky,"You see sweetie, it killed over 15 thousand. Now do your homework!",1,0,BrokenVoice,"Yah, if I was pan I would totally go for it; cuz she’s a really sweet girl and honestly the kind of personality I might consider dating; however I’m not attracted to her and she doesn’t present herself as female (just cuz even tho she’s trans she doesn’t need to have a different presenting look; most trans people do but she just doesn’t care about surgery or looks she just knows she’s a girl) so it makes it so I’m not attracted to her, but if there was a mtf that I found attractive I would date",1,0
,,,,,YEETY BOI🤙,"she's so cute and innecont like ""the beer Corona""",8,0,Monavie,"You can't force yourself to be attracted to someone that you're not. She may be a woman mentally, but physically, she still has male genitalia. You're not attracted to male genitalia so you're not attracted to her in a sexual manner. I'm bisexual and it was still hard for me sometimes to reconcile what I was seeing with what I knew. My ex is ftm trans.",0,0
,,,,,ako1,'poisonous beers' love the relative innocence of children,7,0,oof321,she tried.,8,3
,,,,,kawaii_san,Sending lots of love and prayers 💕💕🙏🏼🙏🏼 stay safe y’all💕💕💕,5,0,BrokenVoice,"I dont know, its more complex than that, its not her responsibility to make sure everyone knows she isnt cis but its true that if she began getting serious with someone romantically she should bring it up, @off321 youre completely right she did and in the future if she wants to save herself from heartbreak she will try harder",4,1
,,,,,°•Mariella•°,This! the proper information! thank you!🖤,5,0,Monavie,"Exactly. As friends, that's her business, but as lovers, he deserves to know. She has a right to choose and so does he.",0,0
,,,,,wendy.lady,Cute!,3,0,Monavie,I even disclose if I have a cold 😂 Give them the choice of whether or not to risk getting sick 👍,0,0
,,,,,Sherklock3d,Thank you for this! It is beautiful!,2,0,RedtheGreyFox,"But when she was talking to the dude she WAS focused on the fact that she screwed up, I feel like the only reason why the other stuff was talking about being accepted is because of the way the guy told her he didn’t wanna be involved with her.",5,4
,,,,,fangshie,"Cute and informative! Teach the young ones proper hygiene in these times. Stuff like washing hands, sneezing in hankies or inside elbows, and not touching faces can save lives.",11,0,oof321,maybe you should have some decent common sense and hum***...,1,3
,,,,,Salty.Ruby,Aw that was really cut! I love how they explained it to her! Such good parents☺️☺️☺️,4,0,catberra,Couldn't do it,6,0
,,,,,Ivivion,Wrap it up,77,4,Tyrkie,Exactly Lily knew. Just like I said when she scratched his face. Lily needs to realize that her actions affect others.,12,1
,,,,,Doublesnacks,"I don't have Instagram, so good luck everyone else!",45,0,banana bumpkins,🤦‍♀️,1,0
,,,,,TESTED ( YGetIt.org),The answer is now available on Instagram and Facebook @ygetit.,26,0,Jayisonherway,my sentiments EXACTLY,4,0
,,,,,LEONICA ESCALANTE,hi,2,0,Jayisonherway,Damn 🤦🏾🤦🏾🤦🏾🤦🏾,2,0
,,,,,Bon-Bon_Girl43🐇,eat healthy up???🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,2,0,NekoMuffin,"Hence newer terms like AMAB/AFAB -- Assigned male/female at birth. More accurate than ""I was a"". But language takes time to evolve.",6,0
,,,,,【hi · i’m · weeb】,Idk lol,2,0,TESTED ( YGetIt.org),When an HIV positive woman takes HIV medication properly there is almost no chance of the baby becoming HIV positive. Hear about it in our TESTED TALK series from young woman who lived it. https://www.instagram.com/p/BmT-nVvlVlh/,51,0
,,,,,Pikaaachu,Why did I think taco??,2,0,gilleanfryingpan,But is it better to have an abortion?,1,26
,,,,,A_Dumb_Person,i thought it was burrito it up ...,3,0,Violent Penguin,"@gilleanfryingpan It seems that she wants the baby, though. So she would rather not abort her child.",34,1
,,,,,vuIturous,"it don't have insta, so i can't check the answer.....it seems like it would be 'wrap it up,' but the middle thing with the '-k' makes me think it's a word that ends in 'k'.....",3,0,banana bumpkins,@gilleanfryingpan why just why,11,1
,,,,,Lily23,Thank God for hard headed people! I couldn't guess for the world. 😅,13,0,Rhea_Anemone,"And isn’t she to far in to get an abortion? I don’t think that’s how it works and why should she abort her child just because it got HIV? I know it would be hard but as Lily said, she has friends who have it and they’re fine",8,1
,,,,,Skye004,why?,2,0,9Q9,Stfu daffy,1,0
,,,,,LORDSATANSENPAI,i just sent in my guess!,4,0,Pursuing Peonies,"umm..how? he kissed a person, not genitals. that's not rape1)he kissed her2)rape is being forced to have intercourse3)finding out you aren't into something about your partner's body(tattoos piercings genitals etc)still isn't rape it's unfortunate for all involved but as long as everyone is allowed to leave the situation/got to the situation on their own terms no rape or sexual assault has happened. get your terms right and quit assuming you know exactly what's going to happen",3,1
,,,,,Lily23,Merry Christmas and Happy New Year! 🎊,6,0,Monavie,"Actually, if she sleeps with him without telling him, then it could be rape. She took away his right to choose. A woman filed a case against a man for rape because he claimed to be Jewish and she only sleeps with Jewish men. She found out that he had lied and took away her right to choose. Not telling him would be violating that. My ex was ftm trans and he told me beforehand. I'm bisexual so I don't mind either way, but some people may still see her as ""him"" and feel violated. As messed up as",0,0
,,,,,oof321,I'm so excited to learn more about different people and their stories and more information about STDs and STIs. Thank you guys for creating this webtoon as its educating me and many other people on the details and misconceptions about STDs. Happy Holidays!!,11,0,Monavie,"that is, he still deserves to know. If she's not sleeping with him or pursuing anything romantic, though then it's none of his business.",0,0
,,,,,Maplewillow,No comments? What? this series is amazing though...,10,0,Monavie,"I think people also don't realize that as much as you can love someone who is trans, sometimes it can be difficult mentally. If they're male and still have breasts and female anatomy, it can be hard to reconcile mentally or if they aren't attracted to female anatomy and are with a ftm, then they wouldn't be attracted to them when they're nude. It's not always transphobia, sometimes it's that they aren't attracted to their body parts. Everyone should be treated with respect, though.",0,0
,,,,,inhellwithbands,"I am glad she isn't pushing her yk, she let her have her own process",3,0,Monavie,"Also, sex with someone who is trans is different than someone who is cisgendered. You have to consider how to utilize their body in a way that makes them feel like their respective gender. You also have to acknowledge what areas they don't want attention paid to and what parts might be sensitive.",0,0
,,,,,19danny15,I’m glad she’s finally undetectable and her friend has a boo thang,14,0,Lily23,OMG. I love your guess! 😯,10,0
,,,,,happycat(:,aw. that's so sweet,5,0,blazethecool,Just bein a judge and asking real questions.,7,31
,,,,,🥔 potato of thighs,I was just diagnosed with genital HSV-1 I want to let everyone know it’s super common! There is no shame and should be no stigma about stds or stis. I was told growing up that you would only get them if you were “promiscuous” but I have only had one partner and even though we were safe it still happened! If anyone has any questions about herpes and transmitting it and treatment I’m no doctor but I can answer what I know from experience.,41,0,AoiYeyi,Well he didn't specify what situation where they living. If the judge meant living with a transwoman then it is prejudice.,38,0
,,,,,Mugly Mae,I think the brother would be the most understanding and won’t tell the parents if she decides to just tell him. In all probability he most likely already knows she has it,37,0,Alex L...,"yeah, I'm sure it had nothing to do with dewan's sibling claiming that the oxytocin was his own 👍 (in all seriousness tho, the point of the story is to point out misconceptions, so I'm sure the judge in the story is ACTUALLY prejudiced)",17,0
,,,,,Spaceman Connor,in an entire episode we jumped a year,15,0,0kojo,Straight. Huhu,5,0
,,,,,Echo984,ayyyyyyyyyyyy,6,0,ohmoe,^^ There are other ways to have a family than traditional ways.,21,0
,,,,,sausage172000,Good for them 😊,27,0,TheHoneyturtle,"Sure, there are other ways but he has the right to not wanting to be with a trans-woman. That doesn't make him transphobic, it just can be that he's not attracted to her after that anymore. And while that is sad, he can't change it when it happens.",8,5
,,,,,Shai Watermelon,"Yes yes yes on the trauma confrontation!!! HIV or otherwise, you get a chronic illness and hold on to unprocessed trauma, it *will* work against you! 🙌🏻🙌🏻🙌🏻",49,0,blazethecool,because some people don't like to date trans people for very valid reasons.,9,5
,,,,,QueenaWilliams,KNOW YOUR WORTH SIS! 👏🏾,46,0,sausage172000,Like what..?,5,0
,,,,,RedtheGreyFox,Go ahead girl!!! He deserved that! He shouldn’t have been out there cheating on his wife to begin with and he definitely shouldn’t have talked her out of using a condom!,42,0,Dragonsdrinkgreentea,"idk people are werid like that, they wouldn't want to date someone trans because they think its werid that someone swicthed genders or maybe they are scared of it.",8,4
,,,,,LittleParadise,I hope that guy’s wife and child leave him,0,0,Talsong Kingslayer,People want to date real men or women because maybe they want to have children with them one day and you can't do that with a trans.,6,15
,,,,,Sliptick,YES GOOD STUFF,5,0,Diamondsnake,"@Kingslayer you do realize trans people can get surgery and medically transition from ftm or mtf? Also, calling someone ""a trans"" shows you really don't respect transgender people if you reduce them to their gender identity. Trans women are just as valid as cisgender women, so stop talking like trans women are inherently inferior",16,4
,,,,,Rebel Girl Firechase,We are all so lucky we are blessed with this comic! I have learned more then I ever will in school or any other place! thanks again!👏🏿,10,0,Alex L...,"@diamondsnake I dont think that's what they meant, I really think their concern about having kids naturally with their partner is a valid concern. if neither one is equipped to carry a child then that's a very real conversation you would need to have with a potential partner. it's the same with cis gender couples. plenty people get divorced because one wants kids and the other either doesn't, or physically cant. there havent been any successful uterine surgeries yet, so it's a fair concern",7,1
,,,,,19danny15,They’re acting like sisters checking in on one another,12,0,vuIturous,"calling someone ""a trans"" and implying they aren't ""real"" men/women is degrading and, like diamond said, reduces them to their gender and takes away their humanity. please don't do that. that said, i think not wanting to date a trans person is valid, if it's for valid reasons. maybe someone doesn't want to have sex a certain way that they would have to do if their partner was trans. maybe, like talsong said, they want to have biological children with their partner (although ivf might work here).",8,2
,,,,,ambereyes,I always wonder if his wife got it,10,0,vuIturous,"there are certainly valid reasons, but discrimination and hate is not one of them.",6,0
,,,,,FantomQueen,this comic needs more love,12,0,sampaquebot,"not all cis ppl can make kids folx, will u quit your date if you learn they are sterile? cheap",4,1
,,,,,MirrorMor,👏🏻 Yes.,5,0,RedtheGreyFox,"No, they’re just roommates. Remember the guy has multiple male partners. We don’t know her sexuality yet, we just know she’s trans",31,0
,,,,,JuliaHyde,I'm so glad Kendra confronted this guy!,13,0,Pursuing Peonies,um.... her roommate is gay....therefore not attracted to her? like....common sense please.,2,1
,,,,,inhellwithbands,Yes yes yes YES ! I love this comic,0,0,Jayisonherway,I'm literally nervous for her,18,0
,,,,,happycat(:,you know it's gotten to the point where i was happy that a character mentioned that they were straight as a good thing. i feel like a lot of the time people in media are almost apologetic about being straight. and i think that's just dumb. if being gay is a good thing then why isn't being straight? and why are all straight people considered opressors?,16,8,sausage172000,What do you mean by wrong?,25,0
,,,,,QueenaWilliams,I love how this comic vocalizes and normalizes STDs/STIs for marginalized groups. 😍✊🏾,20,0,neftana23,👀💅🤫🤐,2,1
,,,,,Shai Watermelon,Damn this comic is so good! I am pretty well educated on HIV via the queer community but it’s real I had no idea how high a percentage of cis black women were effected by this!,22,0,🖤teasipper🖤,how is being trans or gay wrong?,16,0
,,,,,starofsorrow,"This is a great educational series. I’ll be sure to recommend this to people I know for sure! There’s so much disinformation and assumptions about HIV and AIDS, and I’m glad y’all are tackling this topic. Keep up the great work!",29,0,gilleanfryingpan,"Hey, guess what. I’m trans and gay. You gonna tell me I’m wrong?",14,0
,,,,,EAGiddings,Before this comic I never even knew what HIV was! I certainly didn't know how many people it effected. Thanks for opening me and so many others eyes!,13,0,happycat(:,@gilleanfryingpan: yes. you are wrong. but God still loves you just like He loves every single human being he made,1,23
,,,,,19danny15,"Thank you for making this comic, even though I don’t have any diseases, I’m glad you are creating this type of content.",124,0,happycat(:,and to the rest of you: being trans and/or gay is wrong because the bible says it is,0,22
,,,,,Elisepeacemew42,"The world really needs to see more things like this, normalizing the struggle and allowing regular people to understand the struggle and stigma",72,0,happycat(:,"also, just in case you didn't notice, the point of this comment was to say that being mean to LGBTQ people is wrong and not to point out the wrongness of being LGBTQ. I also did not mean this as a hate coment. I can still be civil to you while disagreeing with you, and disagreeing with you does not automatically mean that I hate you.",8,12
,,,,,Kairi 浬,I’m grateful that this comic exists. 8),33,0,katsandsnakes🐍🐱,reported,10,1
,,,,,(^~*),thank you author for making this comic :),0,0,Juliette owo,not everybody believes in god,11,0
,,,,,LovingPrinceTamayuki,"I clicked on the link hoping this was going to be informative the comic is even classified as informative but this didn't have any information in it... Like when you should get tested, where you could get tested, or even why you should get tested... I don't know why Webtoons gave me this notification if it wasn't gonna be helpful... I'm all about getting the information out there but in the simplest most interesting way possible.",1,1,RedtheGreyFox,"@Juliette owo Yes, not everyone believes in God, but for the people who do, like me and the OP, we try to live the way Christ did. And I’m gonna tell you right now, no where in the Bible does it say God hates homosexuals. It DOES say that He hates homosexuality, there’s a difference. It is absolutely ok to love the sinner, hate the sin, cause that’s what Jesus did/does.",4,9
,,,,,chey2002wh,I appreciate you the creator and the webtoon your making. Destroy ignorance with knowledge is what i always say,3,0,0kojo,"What's in her pants is her concern, not yours. That's super creepy to ask.",16,1
,,,,,Brokenglassheart,okay.,2,1,sampaquebot,"Why is the medical aspect of someone's transition important? Seems to me that these questions don't promote learning and are intrusive, and will create defensive reactions",13,1
,,,,,AllEyesOnThePrize,Thank you for doing this.,2,1,9Q9,"Cis folks and their ""fully transitioned"", ugh...",4,2
,,,,,Raphael Matos,I’m so glad this is being done,2,0,inhellwithbands,why you care?,3,1
,,,,,Anrei,"I'm sorry but, look at these dudes... look at the top of his head I-- what's wrong with their faces I can'tbdhdgj",2,2,neftana23,no that was what the brother was hoping was going to happen. it was his imagination. if ya get what i mean,16,0
,,,,,BrookH,And why is this only like black people,1,7,happycat(:,lol,3,0
,,,,,BrookH,Don't hate on me for this but this gon be a meme,5,2,swishyskirt,The best Canadian is Jordan Peterson,2,1
,,,,,Ducko!,"I’m a Christian, and it’s so infuriating to see Christians telling people who have HIV (or anyone pat of the lgbtq+) that they’re going to hell. Like it’s not for ANYONE to judge. We’re all flawed. No one should judge. You should respect all equally. And imo, we shouldn’t force our religion too much on people who don’t want it. It’s THEIR choice wether THEY want to believe in God, not yours. It’s also really sad how Christians are often portrayed as homophobic/hateful to those who don’t believe.",0,0,Kairi 浬,Haha I wish I was in Canada. Over here we have to deal with an idiot tangerine as president.,11,0
,,,,,happycat(:,anyone regardless of anything at all should be allowed to go to church. that's supposed to be the whole point of churches (that anyone can come to worship),15,0,banana bumpkins,@Gimme the Jamsss 🤣,1,0
,,,,,Donatello mcnugget,"this is kinda how I feel about coming out to my in-laws. I'm a FTM transmasc, 6 months on hormones!!! my partner doesn't have the best relationship with their parents but that's all they've known and trusted. it's gonna come out soon for one reason or another but I'm terrified my partner is gonna leave me so they don't loose their family.",13,0,sausage172000,Unfortunately...,17,1
,,,,,Anrei,"oh man... I go back one episode and what do I see? a steaming pile of bullshit lmao. as someone raised as a witness (not anymore), witnesses DON'T EVEN BELIEVE in heaven or hell LMAO. And witnesses discourage hate of any kind (though there is being disfellowshipped, a twisted belief for ""their sake"" to draw them back to ""the truth""). I don't have a high profile of witnesses, but at least do a basic fact check before representing a nonfictional religion. The ignorance is toxic and disgusting.",8,8,happycat(:,"well yeah, but nevertheless he is our president",7,3
,,,,,happycat(:,"you know what's dumb? the idea that God loves anyone any less because of a disease. that's like saying ""you have cancer guess you're going to hell"" like what the heck?",31,0,Arlyeigh,That doesn’t mean people can’t make themselves heard.,43,2
,,,,,CryForYourMom,This should be more popular,14,0,happycat(:,"they shouldn't if 'making themselves heard' means running around in the streets and disrupting the peace just because they don't like the president! he's not a dictator, or a murderer! he's just stupid and he cusses a lot. it could be worse (but you know who are bad? the idiots who go around protesting things that they cannot change. it is a waste of time and energy)",4,43
,,,,,Ry Riley,"Man, that has to be rough, especially living in a black devout Christian family.",24,0,AoiYeyi,"Well, though sometimes I think protesting is useless, that way people who haven't heard about them can listen to them. But I also think they should get into action. Like getting lawyers to help them change the law.",15,2
,,,,,0kojo,I'm here for the sisterhood 💪,12,0,Naoir,"Protesting is a call to change something people WANT to change. A start. If women didn’t protest and march for equal rights, there a fair chance we wouldn’t have made progress. Besides, it’s more than “they don’t like the president”. They disagree with the decisions being made, and want it to change. It COULD be worse, but just because it could be worse doesn’t mean they have to be satisfied with the unsatisfactory.",50,1
,,,,,Sliptick,awwwww,3,0,Naoir,"I didn’t mean to go off, but figured I’d voice my piece. Everyone deserves a chance 🤷‍♀️",32,1
,,,,,CM27,I knew this was gonna happen!! Yay!,5,0,🖤teasipper🖤,naoir I don't think that anyone could have explained it better than that. thank you.,18,0
,,,,,TESTED ( YGetIt.org),"Much depends on the medication, but in general its most effective when taken on the prescribed schedule or within a few hours of that time.",32,1,happycat(:,i think AoiYeyi explained it best,1,8
,,,,,Mugly Mae,Do you really have to take the medicine at a particular time of day for it to work (like at 1pm on the dot) or just so long as it’s taken within 24 hours of the next dose?,20,0,Naoir,We just explained it differently as there are different ways to interpret it and different aspects to being up. Thank you though teasipper and thank you happycat for not being upset by my lengthy response. Hope everyone has a lovely day. ❤️,12,0
,,,,,Pok' L'ours,"so glad they could make up. And I like how Kendra is just terrified that the waitress may overhear that she is positive, it shows how much pressure she put on herself",46,0,AoiYeyi,"Well, yeah, but she was shocked by looking the brother was going to move in, angry at how the brother was being disrespectful and afraid of the feel of being discriminate.",21,0
,,,,,ThePotatoRabbit🌈,YAAY!!!,8,0,Honin Akecheta,"Adults who fight children are pathetic. Reign in that temper and act like an adult, is what I think.",6,9
,,,,,Sliptick,"THE IRONY haha, great webtoon",11,0,RedtheGreyFox,"I feel like it depends how old she is. If she’s like 19-20, I can understand getting mad enough to fight a teenager cause you basically still are one. But past 21? You need to keep your hands to yourself.",11,3
,,,,,krjnhyu,Oh my god I just read this whole comic where can I send the creator money?,19,0,inhellwithbands,"There is NO, and make me repeat that, NO EXCUSE for transphobic behavior and harassment! He can go to hell, idc",3,0
,,,,,eyelikeybrows,Thank you for making this comic 💕💕,15,0,banana bumpkins,I know sometimes people say that they are not racist when reality check says they are. 😡,4,0
,,,,,Mugly Mae,Sad that lots of people only find out about sex Ed from school and never from their own parents,30,0,thanosfromuniverse1,uh... no?,0,0
,,,,,PBJam,"I had a feeling these two would meet again. Hopefully, they can resolve their issues.",35,0,Robo Falcon,Yeah,4,0
,,,,,Princess Ego,I need this girl's mama STAT,9,1,TESTED ( YGetIt.org),Stick with us. It all comes together. Thanks for reading,8,0
,,,,,0kojo,I love this duo!,8,0,throw me off a bridg,that's what I was wondering,4,0
,,,,,lost lily,Does that mean she doesn't have it anymore?,8,1,The UnWanted fan,I’m not sure if he’s Hercules Mulligan or an extra dancer,14,0
,,,,,CM27,Hell yas!! 😁,4,1,happycat(:,yeah i was thinking he might be hercules mulligan (but idk much about him bcuz my parents always make me skips the parts of the songs with him in them),8,0
,,,,,Mugly Mae,Was it true that people got infected from blood transfusions and organ transplants back in the 80s because no one had the technology to test it yet?,16,0,happycat(:,yea....,3,0
,,,,,sausage172000,"Yknow, I never knew about the undetectable thing before this comic, and I gotta say that’s pretty awesome.",42,0,jeffersonhasmyvote,I think he's an ensemble member,3,0
,,,,,ThePotatoRabbit🌈,YAAAAAAAAAH,8,0,sarah.nobelois,why?,6,0
,,,,,19danny15,Hopefully she can help Ken,6,0,Adopate,Some people have a shorter line than others.,3,0
,,,,,JuliaHyde,Yay! I'm so happy for her!,17,0,sampaquebot,Added with the transphobia it makes a lot of intolerance,1,0
,,,,,0kojo,The bro has a strong metaphor game,20,0,Eden Spiva,Then good,2,0
,,,,,Djenn Desperatio,"happy bro had his thoughts straight, and maybe gets the real point.",23,0,CopperMortar,That's not how it works.,11,0
,,,,,perished chicken,family convos be like:,18,0,Beast of No Nation,not how it works like...at all. also Lily doesn't have HIV,8,0
,,,,,happycat(:,"honestly i am so done with christians being portrayed this way in media! like honestly so done! i am a christian, i grew up in a christian community, and my whole family is christian. i have never met a single christian who abused their kids or who judged people like that. i don't know a single christian person who, when faced with someone diagnosed with an STD/I would react like that! why does everyone think christians are so awful?",30,12,Nickname#1#,i dont think they meant infected with hiv i think they just meant infected,1,0
,,,,,sausage172000,You gotta love religion 😒,12,5,NekoMuffin,"Bruh that’s what neosporin is forIf you mean infected with HIV, 1) afaik she’s not pos 2) she would have to have fresh infected blood on her nails that would have had to come into direct contact with the open wound ... while it’s not 100% impossible to contract HIV from a scratch it’s hiiiiiighly improbable.",1,0
,,,,,Mugly Mae,i wonder what their view was on that guy being in a wheelchair,9,0,CopperMortar,An ungrateful pain in the ass,14,0
,,,,,frowsy,That mom better check herself. Those children in Pakistan who were infected with HIV by dirty needles did nothing wrong.,58,0,Obsidian Jukie,"Actually, the term is ape shit lol",3,0
,,,,,Loose Squid,People thought leprosy was sexually transmitted (though it actually isn’t) so the parallels with AIDS are obvious,27,0,Imama Reza,"Who knows, maybe they didn't pay attention in Health class.",5,2
,,,,,Shanie107,brother with the come backkkk,41,1,Beast of No Nation,"1. it's HIV not AIDS, two totally different illnesses 2. That's why the dude consented to have sex anyway, full disclosure is key. in another episode he said he was on prep, medicine someone can take to not contract HIV.",36,0
,,,,,WaNaBePrETty,the last part hit hard. Jesus was a caring and loving man who saw people as those who were lost and needed guidance. one story in the bible stands out the most to me is that Jesus defended a women who was paid to have sex with others. She washed Jesus's feet with her hair and tears and people got mad but He ended up asking them a question why they hate her for being kind and washing my feet when none of you have offered. sorry rant!,84,0,CAntoinette,"@Beast, thank you for clarifying for some of us who were/ may be confused ^-^",14,0
,,,,,0kojo,The bro has a strong metaphor game,20,0,geekqu3nshyla,but why even risk it. my gay friend told me this is quite frequent in the gay community.,0,1
,,,,,Djenn Desperatio,"happy bro had his thoughts straight, and maybe gets the real point.",23,0,Jogirl,"@Beast, HIV is a virus that can cause an illness called AIDS",1,0
,,,,,perished chicken,family convos be like:,18,0,neftana23,"thats y the guy said he wasnt detectable, but the guy said he dont care",20,0
,,,,,Mugly Mae,A few years over four joints? Marijuana cigarettes? Or were they laced with something worse?,30,0,Violent Penguin,"Wait, what? Really? That's shocking to know. Interesting(that sounds kinda bad..) But hmm..",10,1
,,,,,Lily23,"It looks so terrifying, working and someone told you that you're exposed. 😓",21,0,emberkitten,ape shit,46,0
,,,,,sausage172000,"SERIOUSLY, THIS IS SO GOOD, WHY ISNT IT GETTING ANY ATTENTION?!",39,0,banana bumpkins,"yeah, I didn't understand it either",6,2
,,,,,fangshie,"If you're the ""other"" woman, who's to say there isn't another and yet another -_-",22,0,yillyhomie,Same buddy same :(,1,0
,,,,,happycat(:,aight she needs to calm the heck down,15,0,CopperMortar,A popular Broadway musical.,7,0
